"","pKey","location_code","partner_code","product_id","export_value","import_value"
"1432",1432,"BEL","CSK",925,66245,21599
"1433",1433,"BRA","CSK",925,0,42859
"1434",1434,"CHL","CSK",925,0,1069
"1435",1435,"DEU","CSK",925,89015,74735
"1436",1436,"DNK","CSK",925,0,33942
"1437",1437,"FRA","CSK",925,87871,21368
"1438",1438,"GBR","CSK",925,5276,20839
"1439",1439,"GRC","CSK",925,0,6282
"1440",1440,"ITA","CSK",925,78481,72633
"1441",1441,"MAR","CSK",925,0,3976
"1442",1442,"MEX","CSK",925,0,881
"1443",1443,"NLD","CSK",925,49029,26631
"1444",1444,"NOR","CSK",925,0,5496
"1445",1445,"PER","CSK",925,0,8602
"1446",1446,"PRT","CSK",925,0,865
"1447",1447,"SGP","CSK",925,0,2944
"1448",1448,"SWE","CSK",925,0,104721
"1449",1449,"TUR","CSK",925,0,15708
"1450",1450,"YUG","CSK",925,39013,20939
"1451",1451,"ANS","CSK",925,0,1943
"1452",1452,"AFG","DEU",925,0,13232
"1453",1453,"AGO","DEU",925,0,17549
"1454",1454,"ALB","DEU",925,0,1013
"1455",1455,"ARG","DEU",925,0,64696
"1456",1456,"AUS","DEU",925,0,290585
"1457",1457,"AUT","DEU",925,253869,508153
"1458",1458,"BDI","DEU",925,0,3543
"1459",1459,"BEL","DEU",925,440197,1402548
"1460",1460,"BEN","DEU",925,0,1363
"1461",1461,"BGR","DEU",925,8035,12197
"1462",1462,"BHR","DEU",925,0,3078
"1463",1463,"BOL","DEU",925,0,26725
"1464",1464,"BRA","DEU",925,0,531995
"1465",1465,"BRN","DEU",925,0,4573
"1466",1466,"CAN","DEU",925,20949,282915
"1467",1467,"CHE","DEU",925,357532,1397514
"1468",1468,"CHL","DEU",925,295172,66316
"1469",1469,"CHN","DEU",925,6421,8060
"1470",1470,"CIV","DEU",925,0,4773
"1471",1471,"CMR","DEU",925,0,975
"1472",1472,"COD","DEU",925,0,35860
"1473",1473,"COG","DEU",925,0,3822
"1474",1474,"COL","DEU",925,0,174038
"1475",1475,"CRI","DEU",925,0,21184
"1476",1476,"CSK","DEU",925,74735,89015
"1477",1477,"CUB","DEU",925,0,2225
"1478",1478,"CYP","DEU",925,0,15903
"1479",1479,"DNK","DEU",925,38045,822472
"1480",1480,"DOM","DEU",925,0,8230
"1481",1481,"ECU","DEU",925,0,54845
"1482",1482,"EGY","DEU",925,0,118513
"1483",1483,"ESP","DEU",925,391814,215203
"1484",1484,"ETH","DEU",925,0,6140
"1485",1485,"FIN","DEU",925,0,767295
"1486",1486,"FRA","DEU",925,1397058,641056
"1487",1487,"GBR","DEU",925,27314,662693
"1488",1488,"GHA","DEU",925,0,7414
"1489",1489,"GIN","DEU",925,0,1006
"1490",1490,"GNB","DEU",925,0,1534
"1491",1491,"GRC","DEU",925,0,162350
"1492",1492,"GTM","DEU",925,0,28607
"1493",1493,"GUY","DEU",925,0,511
"1494",1494,"HKG","DEU",925,0,97834
"1495",1495,"HND","DEU",925,0,511
"1496",1496,"HTI","DEU",925,0,510
"1497",1497,"HUN","DEU",925,53466,125435
"1498",1498,"IDN","DEU",925,0,157637
"1499",1499,"IND","DEU",925,0,250503
